iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
AUS,Oceania,Australia,31-05-2020,7185,12,102,0,281.766,0.471,4,0,1454568,26030,57.042,1.021,32825,1.287,tests performed,60.65,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,01-06-2020,7195,10,102,0,282.158,0.392,4,0,1472220,17652,57.734,0.692,32574,1.277,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,02-06-2020,7204,9,102,0,282.511,0.353,4,0,1490387,18167,58.447,0.712,28881,1.133,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,03-06-2020,7221,17,102,0,283.178,0.667,4,0,1512700,22313,59.322,0.875,24911,0.977,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,04-06-2020,7229,8,102,0,283.492,0.314,4,0,1546329,33629,60.641,1.319,25555,1.002,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,05-06-2020,7240,11,102,0,283.923,0.431,4,0,1579192,32863,61.929,1.289,25939,1.017,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,06-06-2020,7251,11,102,0,284.354,0.431,4,0,1590588,11396,62.376,0.447,23150,0.908,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,07-06-2020,7255,4,102,0,284.511,0.157,4,0,1617462,26874,63.43,1.054,23271,0.913,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,08-06-2020,7260,5,102,0,284.707,0.196,4,0,1633515,16053,64.06,0.63,23042,0.904,tests performed,59.26,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,09-06-2020,7265,5,102,0,284.903,0.196,4,0,1650684,17169,64.733,0.673,22900,0.898,tests performed,53.7,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,10-06-2020,7267,2,102,0,284.982,0.078,4,0,1679954,29270,65.881,1.148,23893,0.937,tests performed,53.7,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,11-06-2020,7276,9,102,0,285.335,0.353,4,0,1711223,31269,67.107,1.226,23556,0.924,tests performed,53.7,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,12-06-2020,7285,9,102,0,285.688,0.353,4,0,1745550,34327,68.453,1.346,23765,0.932,tests performed,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,13-06-2020,7290,5,102,0,285.884,0.196,4,0,1782651,37101,69.908,1.455,27438,1.076,tests performed,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,14-06-2020,7302,12,102,0,286.354,0.471,4,0,1812353,29702,71.073,1.165,27842,1.092,tests performed,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,15-06-2020,7320,18,102,0,287.06,0.706,4,0,1828149,15796,71.692,0.619,27805,1.09,tests performed,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,16-06-2020,7335,15,102,0,287.648,0.588,4,0,1848347,20198,72.485,0.792,28238,1.107,tests performed,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,17-06-2020,7347,12,102,0,288.119,0.471,4,0,1876117,27770,73.574,1.089,28023,1.099,tests performed,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUT,Europe,Austria,04-03-2020,24,6,0,0,2.665,0.666,0,0,3138,455,0.348,0.051,402,0.045,tests performed,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,05-03-2020,29,5,0,0,3.22,0.555,0,0,3711,573,0.412,0.064,466,0.052,tests performed,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,06-03-2020,41,12,0,0,4.552,1.332,0,0,4000,289,0.444,0.032,462,0.051,tests performed,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,07-03-2020,74,33,0,0,8.216,3.664,0,0,4308,308,0.478,0.034,380,0.042,tests performed,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,08-03-2020,99,25,0,0,10.992,2.776,0,0,4509,201,0.501,0.022,359,0.04,tests performed,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,09-03-2020,102,3,0,0,11.325,0.333,0,0,4734,225,0.526,0.025,342,0.038,tests performed,19.44,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,10-03-2020,131,29,0,0,14.545,3.22,0,0,5026,292,0.558,0.032,335,0.037,tests performed,19.44,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,11-03-2020,182,51,0,0,20.208,5.663,0,0,5362,336,0.595,0.037,318,0.035,tests performed,30.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,12-03-2020,246,64,0,0,27.314,7.106,0,0,5869,507,0.652,0.056,308,0.034,tests performed,34.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,13-03-2020,361,115,1,1,40.083,12.769,0.111,0.111,6582,713,0.731,0.079,369,0.041,tests performed,48.15,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,14-03-2020,504,143,1,0,55.96,15.878,0.111,0,7467,885,0.829,0.098,451,0.05,tests performed,48.15,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,15-03-2020,655,151,1,0,72.726,16.766,0.111,0,8167,700,0.907,0.078,523,0.058,tests performed,48.15,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,16-03-2020,860,205,1,0,95.488,22.762,0.111,0,8490,323,0.943,0.036,537,0.06,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,17-03-2020,1016,156,3,2,112.809,17.321,0.333,0.222,10278,1788,1.141,0.199,750,0.083,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,18-03-2020,1332,316,3,0,147.895,35.086,0.333,0,11977,1699,1.33,0.189,945,0.105,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,19-03-2020,1646,314,4,1,182.759,34.864,0.444,0.111,13724,1747,1.524,0.194,1122,0.125,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,20-03-2020,2196,550,6,2,243.827,61.068,0.666,0.222,15613,1889,1.734,0.21,1290,0.143,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,21-03-2020,2649,453,6,0,294.124,50.298,0.666,0,18545,2932,2.059,0.326,1583,0.176,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,22-03-2020,3024,375,8,2,335.761,41.637,0.888,0.222,21368,2823,2.373,0.313,1886,0.209,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,23-03-2020,3631,607,16,8,403.158,67.397,1.777,0.888,23429,2061,2.601,0.229,2134,0.237,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,24-03-2020,4486,855,25,9,498.09,94.932,2.776,0.999,28391,4962,3.152,0.551,2588,0.287,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,25-03-2020,5282,796,30,5,586.472,88.382,3.331,0.555,32407,4016,3.598,0.446,2919,0.324,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,26-03-2020,5888,606,34,4,653.757,67.285,3.775,0.444,35995,3588,3.997,0.398,3182,0.353,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,27-03-2020,7029,1141,52,18,780.445,126.688,5.774,1.999,39552,3557,4.392,0.395,3420,0.38,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,28-03-2020,7697,668,68,16,854.614,74.169,7.55,1.777,42750,3198,4.747,0.355,3458,0.384,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,29-03-2020,8291,594,68,0,920.568,65.953,7.55,0,46441,3691,5.156,0.41,3582,0.398,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,30-03-2020,8813,522,86,18,978.526,57.959,9.549,1.999,49455,3014,5.491,0.335,3718,0.413,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,31-03-2020,9618,805,108,22,1067.907,89.381,11.991,2.443,52344,2889,5.812,0.321,3422,0.38,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,01-04-2020,10182,564,128,20,1130.529,62.622,14.212,2.221,55863,3519,6.203,0.391,3351,0.372,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,02-04-2020,10711,529,146,18,1189.265,58.736,16.211,1.999,92190,36327,10.236,4.033,8028,0.891,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,03-04-2020,11129,418,158,12,1235.677,46.411,17.543,1.332,98343,6153,10.919,0.683,8399,0.933,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,04-04-2020,11525,396,168,10,1279.646,43.969,18.653,1.11,104134,5791,11.562,0.643,8769,0.974,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,05-04-2020,11766,241,186,18,1306.404,26.759,20.652,1.999,108416,4282,12.038,0.475,8854,0.983,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,06-04-2020,11983,217,204,18,1330.498,24.094,22.651,1.999,111296,2880,12.357,0.32,8834,0.981,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,07-04-2020,12297,314,220,16,1365.362,34.864,24.427,1.777,115235,3939,12.795,0.437,8984,0.998,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,08-04-2020,12640,343,243,23,1403.446,38.084,26.981,2.554,120755,5520,13.408,0.613,9270,1.029,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,09-04-2020,12969,329,273,30,1439.976,36.53,30.312,3.331,126287,5532,14.022,0.614,4871,0.541,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,10-04-2020,13248,279,295,22,1470.954,30.978,32.754,2.443,134743,8456,14.961,0.939,5200,0.577,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,11-04-2020,13560,312,319,24,1505.596,34.642,35.419,2.665,140975,6232,15.653,0.692,5263,0.584,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,12-04-2020,13807,247,337,18,1533.021,27.425,37.418,1.999,144877,3902,16.086,0.433,5209,0.578,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,13-04-2020,13937,130,350,13,1547.455,14.434,38.861,1.443,148412,3535,16.479,0.392,5302,0.589,tests performed,85.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,14-04-2020,14043,106,368,18,1559.225,11.769,40.86,1.999,151796,3384,16.854,0.376,5223,0.58,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,15-04-2020,14234,191,384,16,1580.432,21.207,42.636,1.777,156801,5005,17.41,0.556,5149,0.572,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,16-04-2020,14370,136,393,9,1595.532,15.1,43.636,0.999,162816,6015,18.078,0.668,5218,0.579,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,17-04-2020,14448,78,410,17,1604.193,8.661,45.523,1.888,169272,6456,18.795,0.717,4933,0.548,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,18-04-2020,14603,155,431,21,1621.403,17.21,47.855,2.332,175932,6660,19.534,0.739,4994,0.554,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,19-04-2020,14662,59,443,12,1627.953,6.551,49.187,1.332,179243,3311,19.902,0.368,4909,0.545,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,20-04-2020,14710,48,452,9,1633.283,5.33,50.187,0.999,182949,3706,20.313,0.411,4934,0.548,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,21-04-2020,14783,73,462,10,1641.388,8.105,51.297,1.11,189018,6069,20.987,0.674,5317,0.59,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,22-04-2020,14833,50,463,1,1646.94,5.552,51.408,0.111,201794,12776,22.406,1.419,6428,0.714,tests performed,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,23-04-2020,14924,91,494,31,1657.044,10.104,54.85,3.442,205835,4041,22.854,0.449,6146,0.682,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,24-04-2020,14985,61,508,14,1663.817,6.773,56.404,1.554,212686,6851,23.615,0.761,6202,0.689,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,25-04-2020,15068,83,513,5,1673.033,9.216,56.959,0.555,221089,8403,24.548,0.933,6451,0.716,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,26-04-2020,15134,66,536,23,1680.361,7.328,59.513,2.554,227631,6542,25.274,0.726,6913,0.768,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,27-04-2020,15189,55,542,6,1686.467,6.107,60.179,0.666,232537,4906,25.819,0.545,7084,0.787,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,28-04-2020,15256,67,549,7,1693.907,7.439,60.957,0.777,239578,7041,26.601,0.782,7223,0.802,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,29-04-2020,15314,58,569,20,1700.346,6.44,63.177,2.221,247754,8176,27.509,0.908,6566,0.729,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,30-04-2020,15364,50,580,11,1705.898,5.552,64.399,1.221,256399,8645,28.469,0.96,7223,0.802,tests performed,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,01-05-2020,15424,60,584,4,1712.56,6.662,64.843,0.444,264079,7680,29.321,0.853,7342,0.815,tests performed,71.3,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,02-05-2020,15458,34,589,5,1716.335,3.775,65.398,0.555,269619,5540,29.936,0.615,6933,0.77,tests performed,68.52,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,03-05-2020,15470,12,596,7,1717.667,1.332,66.175,0.777,274355,4736,30.462,0.526,6675,0.741,tests performed,68.52,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,04-05-2020,15538,68,598,2,1725.218,7.55,66.397,0.222,279071,4716,30.986,0.524,6648,0.738,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,05-05-2020,15569,31,600,2,1728.66,3.442,66.619,0.222,285883,6812,31.742,0.756,6615,0.734,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,06-05-2020,15586,17,606,6,1730.547,1.888,67.285,0.666,292254,6371,32.45,0.707,6357,0.706,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,07-05-2020,15651,65,608,2,1737.764,7.217,67.508,0.222,297894,5640,33.076,0.626,5928,0.658,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,08-05-2020,15673,22,609,1,1740.207,2.443,67.619,0.111,304069,6175,33.761,0.686,5713,0.634,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,09-05-2020,15735,62,614,5,1747.091,6.884,68.174,0.555,311690,7621,34.608,0.846,6010,0.667,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,10-05-2020,15777,42,615,1,1751.754,4.663,68.285,0.111,316508,4818,35.143,0.535,6022,0.669,tests performed,64.81,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,11-05-2020,15787,10,618,3,1752.865,1.11,68.618,0.333,319484,2976,35.473,0.33,5773,0.641,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,12-05-2020,15874,87,620,2,1762.524,9.66,68.84,0.222,329314,9830,36.564,1.091,6204,0.689,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,13-05-2020,15910,36,623,3,1766.522,3.997,69.173,0.333,336252,6938,37.335,0.77,6285,0.698,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,14-05-2020,15964,54,624,1,1772.517,5.996,69.284,0.111,344606,8354,38.262,0.928,6673,0.741,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,15-05-2020,16005,41,626,2,1777.07,4.552,69.506,0.222,351351,6745,39.011,0.749,6755,0.75,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,16-05-2020,16068,63,628,2,1784.065,6.995,69.728,0.222,357393,6042,39.682,0.671,6529,0.725,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,17-05-2020,16140,72,628,0,1792.059,7.994,69.728,0,362509,5116,40.25,0.568,6572,0.73,tests performed,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,18-05-2020,16154,14,629,1,1793.613,1.554,69.839,0.111,365873,3364,40.624,0.374,6627,0.736,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,19-05-2020,16179,25,629,0,1796.389,2.776,69.839,0,372435,6562,41.352,0.729,6160,0.684,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,20-05-2020,16257,78,632,3,1805.05,8.661,70.172,0.333,379592,7157,42.147,0.795,6191,0.687,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,23-05-2020,16361,29,635,2,1816.597,3.22,70.505,0.222,396363,5875,44.009,0.652,5567,0.618,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,24-05-2020,16407,46,639,4,1821.705,5.107,70.95,0.444,401857,5494,44.619,0.61,5621,0.624,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,25-05-2020,16439,32,640,1,1825.258,3.553,71.061,0.111,405341,3484,45.006,0.387,5638,0.626,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,26-05-2020,16459,20,641,1,1827.478,2.221,71.172,0.111,411185,5844,45.655,0.649,5536,0.615,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
AUT,Europe,Austria,27-05-2020,16497,38,643,2,1831.697,4.219,71.394,0.222,418706,7521,46.49,0.835,5588,0.62,tests performed,55.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54
