iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
ARG,South America,Argentina,15-04-2020,2432,160,105,7,53.81,3.54,2.323,0.155,24374,1569,0.539,0.035,1578,0.035,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,16-04-2020,2432,0,109,4,53.81,0,2.412,0.089,26457,2083,0.585,0.046,1658,0.037,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,17-04-2020,2560,128,115,6,56.642,2.832,2.544,0.133,28650,2193,0.634,0.049,1753,0.039,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,18-04-2020,2658,98,122,7,58.811,2.168,2.699,0.155,30942,2292,0.685,0.051,1845,0.041,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,19-04-2020,2828,170,132,10,62.572,3.761,2.921,0.221,32712,1770,0.724,0.039,1974,0.044,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,20-04-2020,2930,102,134,2,64.829,2.257,2.965,0.044,34568,1856,0.765,0.041,2116,0.047,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,21-04-2020,3020,90,142,8,66.82,1.991,3.142,0.177,36611,2043,0.81,0.045,1972,0.044,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,22-04-2020,3132,112,151,9,69.299,2.478,3.341,0.199,39228,2617,0.868,0.058,2122,0.047,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,23-04-2020,3276,144,159,8,72.485,3.186,3.518,0.177,41786,2558,0.925,0.057,2190,0.048,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,24-04-2020,3423,147,165,6,75.737,3.253,3.651,0.133,44654,2868,0.988,0.063,2286,0.051,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,25-04-2020,3423,0,167,2,75.737,0,3.695,0.044,47406,2752,1.049,0.061,2352,0.052,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,26-04-2020,3767,344,185,18,83.348,7.611,4.093,0.398,49905,2499,1.104,0.055,2456,0.054,tests performed,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,27-04-2020,3767,0,186,1,83.348,0,4.115,0.022,51900,1995,1.148,0.044,2476,0.055,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,28-04-2020,3990,223,197,11,88.283,4.934,4.359,0.243,53600,1700,1.186,0.038,2427,0.054,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,29-04-2020,4114,124,207,10,91.026,2.744,4.58,0.221,56058,2458,1.24,0.054,2404,0.053,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,30-04-2020,4272,158,214,7,94.522,3.496,4.735,0.155,58685,2627,1.298,0.058,2414,0.053,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,01-05-2020,4415,143,218,4,97.686,3.164,4.823,0.089,61530,2845,1.361,0.063,2411,0.053,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,02-05-2020,4519,104,225,7,99.987,2.301,4.978,0.155,63866,2336,1.413,0.052,2351,0.052,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,03-05-2020,4668,149,237,12,103.284,3.297,5.244,0.266,65813,1947,1.456,0.043,2273,0.05,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,04-05-2020,4770,102,246,9,105.541,2.257,5.443,0.199,67920,2107,1.503,0.047,2289,0.051,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,05-05-2020,4874,104,260,14,107.842,2.301,5.753,0.31,69718,1798,1.543,0.04,2303,0.051,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,06-05-2020,5007,133,264,4,110.785,2.943,5.841,0.089,72315,2597,1.6,0.057,2322,0.051,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,07-05-2020,5195,188,273,9,114.944,4.16,6.04,0.199,75198,2883,1.664,0.064,2359,0.052,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,08-05-2020,5358,163,282,9,118.551,3.607,6.24,0.199,77901,2703,1.724,0.06,2339,0.052,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,09-05-2020,5598,240,293,11,123.861,5.31,6.483,0.243,80729,2828,1.786,0.063,2409,0.053,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,10-05-2020,5763,165,300,7,127.512,3.651,6.638,0.155,83018,2289,1.837,0.051,2458,0.054,tests performed,85.19,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,11-05-2020,5776,13,300,0,127.8,0.288,6.638,0,85158,2140,1.884,0.047,2463,0.054,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,12-05-2020,6021,245,305,5,133.22,5.421,6.748,0.111,87547,2389,1.937,0.053,2547,0.056,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,13-05-2020,6550,529,319,14,144.925,11.705,7.058,0.31,90474,2927,2.002,0.065,2594,0.057,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,14-05-2020,6866,316,329,10,151.917,6.992,7.279,0.221,93673,3199,2.073,0.071,2639,0.058,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,15-05-2020,7121,255,353,24,157.559,5.642,7.81,0.531,96893,3220,2.144,0.071,2713,0.06,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,16-05-2020,7466,345,356,3,165.192,7.633,7.877,0.066,100362,3469,2.221,0.077,2805,0.062,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,17-05-2020,7792,326,363,7,172.405,7.213,8.032,0.155,103220,2858,2.284,0.063,2886,0.064,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,18-05-2020,7792,0,366,3,172.405,0,8.098,0.066,105829,2609,2.342,0.058,2953,0.065,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,23-05-2020,10636,718,433,17,235.332,15.886,9.581,0.376,125893,4615,2.786,0.102,3647,0.081,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,24-05-2020,11340,704,445,12,250.908,15.577,9.846,0.266,129418,3525,2.863,0.078,3743,0.083,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,27-05-2020,13215,600,484,17,292.395,13.276,10.709,0.376,140218,3556,3.102,0.079,3978,0.088,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,28-05-2020,13920,705,500,16,307.993,15.599,11.063,0.354,145081,4863,3.21,0.108,4037,0.089,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,29-05-2020,14689,769,508,8,325.008,17.015,11.24,0.177,150486,5405,3.33,0.12,4173,0.092,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,01-06-2020,16838,637,539,11,372.557,14.094,11.926,0.243,164084,4014,3.631,0.089,4435,0.098,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,04-06-2020,19255,949,583,14,426.035,20.998,12.899,0.31,178448,5501,3.948,0.122,4767,0.105,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,05-06-2020,19255,0,588,5,426.035,0,13.01,0.111,183862,5414,4.068,0.12,4768,0.105,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,06-06-2020,21024,1769,632,44,465.176,39.141,13.984,0.974,189278,5416,4.188,0.12,4857,0.107,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,07-06-2020,22007,983,648,16,486.926,21.75,14.338,0.354,193923,4645,4.291,0.103,4836,0.107,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,08-06-2020,22781,774,664,16,504.052,17.125,14.692,0.354,198520,4597,4.392,0.102,4919,0.109,tests performed,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,09-06-2020,23607,826,693,29,522.328,18.276,15.333,0.642,203051,4531,4.493,0.1,4934,0.109,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,10-06-2020,24748,1141,717,24,547.573,25.246,15.864,0.531,208519,5468,4.614,0.121,5082,0.112,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,11-06-2020,25987,1239,735,18,574.987,27.414,16.263,0.398,214807,6288,4.753,0.139,5194,0.115,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,12-06-2020,27360,1373,765,30,605.366,30.379,16.926,0.664,221305,6498,4.897,0.144,5349,0.118,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,13-06-2020,28751,1391,785,20,636.144,30.777,17.369,0.443,228324,7019,5.052,0.155,5578,0.123,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,14-06-2020,30282,1531,815,30,670.018,33.875,18.033,0.664,234370,6046,5.186,0.134,5778,0.128,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,15-06-2020,31564,1282,833,18,698.384,28.365,18.431,0.398,239941,5571,5.309,0.123,5917,0.131,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,16-06-2020,32772,1208,854,21,725.112,26.728,18.896,0.465,245059,5118,5.422,0.113,6001,0.133,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
ARG,South America,Argentina,17-06-2020,34146,1374,878,24,755.513,30.401,19.427,0.531,250615,5556,5.545,0.123,6014,0.133,tests performed,,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67
AUS,Oceania,Australia,06-04-2020,5744,57,36,2,225.256,2.235,1.412,0.078,302663,5509,11.869,0.216,11305,0.443,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,07-04-2020,5844,100,42,6,229.178,3.922,1.647,0.235,310700,8037,12.184,0.315,10700,0.42,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,08-04-2020,5956,112,45,3,233.57,4.392,1.765,0.118,319368,8668,12.524,0.34,10185,0.399,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,09-04-2020,6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,9970,0.391,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,10-04-2020,6152,100,52,2,241.256,3.922,2.039,0.078,338346,8212,13.269,0.322,9390,0.368,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,11-04-2020,6238,86,54,2,244.629,3.373,2.118,0.078,347847,9501,13.641,0.373,8995,0.353,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,12-04-2020,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,8112,0.318,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,13-04-2020,6322,33,61,4,247.923,1.294,2.392,0.157,362136,8195,14.201,0.321,8496,0.333,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,14-04-2020,6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,7970,0.313,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,15-04-2020,6416,50,61,0,251.609,1.961,2.392,0,371377,4884,14.564,0.192,7430,0.291,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,16-04-2020,6458,42,63,2,253.256,1.647,2.471,0.078,380003,8626,14.902,0.338,7124,0.279,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,17-04-2020,6497,39,63,0,254.786,1.529,2.471,0,391530,11527,15.354,0.452,7598,0.298,tests performed,73.15,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,18-04-2020,6533,36,67,4,256.197,1.412,2.627,0.157,406510,14980,15.942,0.587,8380,0.329,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,19-04-2020,6586,53,69,2,258.276,2.078,2.706,0.078,420996,14486,16.51,0.568,9579,0.376,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,20-04-2020,6612,26,70,1,259.295,1.02,2.745,0.039,431734,10738,16.931,0.421,9943,0.39,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,21-04-2020,6625,13,71,1,259.805,0.51,2.784,0.039,439842,8108,17.249,0.318,10478,0.411,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,22-04-2020,6647,22,74,3,260.668,0.863,2.902,0.118,452441,12599,17.743,0.494,11581,0.454,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,23-04-2020,6654,7,74,0,260.942,0.275,2.902,0,466659,14218,18.3,0.558,12379,0.485,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,24-04-2020,6667,13,75,1,261.452,0.51,2.941,0.039,482370,15711,18.917,0.616,12977,0.509,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,25-04-2020,6687,20,79,4,262.237,0.784,3.098,0.157,494257,11887,19.383,0.466,12535,0.492,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,26-04-2020,6703,16,81,2,262.864,0.627,3.176,0.078,506449,12192,19.861,0.478,12208,0.479,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,27-04-2020,6713,10,83,2,263.256,0.392,3.255,0.078,517063,10614,20.277,0.416,12190,0.478,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,28-04-2020,6725,12,84,1,263.727,0.471,3.294,0.039,530679,13616,20.811,0.534,12977,0.509,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,29-04-2020,6738,13,88,4,264.237,0.51,3.451,0.157,544410,13731,21.35,0.538,13138,0.515,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,30-04-2020,6746,8,90,2,264.55,0.314,3.529,0.078,563641,19231,22.104,0.754,13855,0.543,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,01-05-2020,6762,16,92,2,265.178,0.627,3.608,0.078,588868,25227,23.093,0.989,15214,0.597,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,02-05-2020,6767,5,93,1,265.374,0.196,3.647,0.039,611583,22715,23.984,0.891,16761,0.657,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,03-05-2020,6783,16,93,0,266.001,0.627,3.647,0,633107,21524,24.828,0.844,18094,0.71,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,04-05-2020,6801,18,95,2,266.707,0.706,3.726,0.078,650214,17107,25.499,0.671,19022,0.746,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,05-05-2020,6825,24,95,0,267.648,0.941,3.726,0,664756,14542,26.069,0.57,19154,0.751,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,06-05-2020,6849,24,96,1,268.589,0.941,3.765,0.039,688656,23900,27.006,0.937,20607,0.808,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,07-05-2020,6875,26,97,1,269.609,1.02,3.804,0.039,722549,33893,28.335,1.329,22701,0.89,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,08-05-2020,6896,21,97,0,270.433,0.824,3.804,0,757250,34701,29.696,1.361,24055,0.943,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,09-05-2020,6914,18,97,0,271.139,0.706,3.804,0,795456,38206,31.194,1.498,26268,1.03,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,10-05-2020,6929,15,97,0,271.727,0.588,3.804,0,827872,32416,32.466,1.271,27824,1.091,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,11-05-2020,6941,12,97,0,272.197,0.471,3.804,0,855119,27247,33.534,1.069,29272,1.148,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,12-05-2020,6948,7,97,0,272.472,0.275,3.804,0,877927,22808,34.429,0.894,30453,1.194,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,13-05-2020,6964,16,97,0,273.099,0.627,3.804,0,909025,31098,35.648,1.22,31481,1.235,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,14-05-2020,6975,11,98,1,273.531,0.431,3.843,0.039,943480,34455,36.999,1.351,31562,1.238,tests performed,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,15-05-2020,6989,14,98,0,274.08,0.549,3.843,0,983816,40336,38.581,1.582,32367,1.269,tests performed,65.74,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,16-05-2020,7019,30,98,0,275.256,1.176,3.843,0,1015652,31836,39.83,1.248,31457,1.234,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,17-05-2020,7036,17,98,0,275.923,0.667,3.843,0,1042126,26474,40.868,1.038,30608,1.2,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,18-05-2020,7045,9,98,0,276.276,0.353,3.843,0,1062034,19908,41.649,0.781,29559,1.159,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,19-05-2020,7060,15,99,1,276.864,0.588,3.882,0.039,1085870,23836,42.583,0.935,29706,1.165,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,20-05-2020,7068,8,99,0,277.178,0.314,3.882,0,1111567,25697,43.591,1.008,28935,1.135,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,21-05-2020,7079,11,100,1,277.609,0.431,3.922,0.039,1137684,26117,44.615,1.024,27743,1.088,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,22-05-2020,7081,2,100,0,277.688,0.078,3.922,0,1170682,32998,45.909,1.294,26695,1.047,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,23-05-2020,7095,14,101,1,278.237,0.549,3.961,0.039,1192262,21580,46.756,0.846,25230,0.989,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,24-05-2020,7106,11,102,1,278.668,0.431,4,0.039,1224795,32533,48.031,1.276,26096,1.023,tests performed,64.35,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,25-05-2020,7109,3,102,0,278.786,0.118,4,0,1244200,19405,48.792,0.761,26024,1.021,tests performed,62.5,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,26-05-2020,7118,9,102,0,279.139,0.353,4,0,1288223,44023,50.519,1.726,28908,1.134,tests performed,62.5,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,27-05-2020,7133,15,102,0,279.727,0.588,4,0,1338321,50098,52.483,1.965,32393,1.27,tests performed,62.5,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,28-05-2020,7139,6,102,0,279.962,0.235,4,0,1367444,29123,53.626,1.142,32823,1.287,tests performed,62.5,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,29-05-2020,7150,11,102,0,280.393,0.431,4,0,1397622,30178,54.809,1.183,32420,1.271,tests performed,60.65,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
AUS,Oceania,Australia,30-05-2020,7173,23,102,0,281.295,0.902,4,0,1428538,30916,56.021,1.212,33754,1.324,tests performed,60.65,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44
